遗址名称,关系类型,关系名称,主体,主体类型,客体,客体类型,页码,置信度,上下文
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","K878","遗迹编号","镜","ocr",4,0.6,"RHA -  州市 -六朝时代 WV .K878.85  中国版本图书馆 CI 数据核字 判断。书后"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2169","遗迹编号",10,0.7,"示意图 墓砖形制、纹饰示意图 铜棺钉、 M2169 平面、剖面图 M2183 平面图 M2"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2183","遗迹编号",10,0.7,"图 铜棺钉、 M2169 平面、剖面图 M2183 平面图 M2113 平面图 M2081"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2113","遗迹编号",10,0.7,"69 平面、剖面图 M2183 平面图 M2113 平面图 M2081 平面、剖面图 M5"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2081","遗迹编号",10,0.7,"M2183 平面图 M2113 平面图 M2081 平面、剖面图 M5013 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M5013","遗迹编号",10,0.7,"13 平面图 M2081 平面、剖面图 M5013 平面、剖面图 M5014 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M5014","遗迹编号",10,0.7,"平面、剖面图 M5013 平面、剖面图 M5014 平面、剖面图 M2162 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2162","遗迹编号",10,0.7,"平面、剖面图 M5014 平面、剖面图 M2162 平面、剖面图 M2006 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2006","遗迹编号",10,0.7,"平面、剖面图 M2162 平面、剖面图 M2006 平面、剖面图 M4022 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M4022","遗迹编号",10,0.7,"平面、剖面图 M2006 平面、剖面图 M4022 平面、剖面图 M2263 平面图 … "
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2263","遗迹编号",10,0.7,"平面、剖面图 M4022 平面、剖面图 M2263 平面图 … M2215 平面、齐面图 "
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2215","遗迹编号",10,0.7," 平面、剖面图 M2263 平面图 … M2215 平面、齐面图 M1002 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M1002","遗迹编号",10,0.7," 平面图 … M2215 平面、齐面图 M1002 平面、剖面图 M2174 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2174","遗迹编号",10,0.7,"平面、齐面图 M1002 平面、剖面图 M2174 平面、剖面图 M2180 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2180","遗迹编号",10,0.7,"平面、剖面图 M2174 平面、剖面图 M2180 平面、剖面图 M2262 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2262","遗迹编号",10,0.7,"平面、剖面图 M2180 平面、剖面图 M2262 平面、剖面图 M5012 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M5012","遗迹编号",10,0.7,"平面、剖面图 M2262 平面、剖面图 M5012 平面、剖面图 M5016 平面图 M4"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M5016","遗迹编号",10,0.7,"平面、剖面图 M5012 平面、剖面图 M5016 平面图 M4008 平面图 M2048"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M4008","遗迹编号",10,0.7,"12 平面、剖面图 M5016 平面图 M4008 平面图 M2048 平面、剖面图 M3"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M2048","遗迹编号",10,0.7,"M5016 平面图 M4008 平面图 M2048 平面、剖面图 M3028 平面、剖面图"
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","M3028","遗迹编号",10,0.7,"08 平面图 M2048 平面、剖面图 M3028 平面、剖面图  (1) (2) (5)"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2169","遗迹编号","球","ocr",10,0.6,"示意图 墓砖形制、纹饰示意图 铜棺钉、 M2169 平面、剖面图 M2183 平面图 M2 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2169","遗迹编号","饰","ocr",10,0.6,"示意图 墓砖形制、纹饰示意图 铜棺钉、 M2169 平面、剖面图 M2183 平面图 M2 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2183","遗迹编号","球","ocr",10,0.6,"图 铜棺钉、 M2169 平面、剖面图 M2183 平面图 M2113 平面图 M2081 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2183","遗迹编号","饰","ocr",10,0.6,"图 铜棺钉、 M2169 平面、剖面图 M2183 平面图 M2113 平面图 M2081 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2113","遗迹编号","球","ocr",10,0.6,"69 平面、剖面图 M2183 平面图 M2113 平面图 M2081 平面、剖面图 M5 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2113","遗迹编号","饰","ocr",10,0.6,"69 平面、剖面图 M2183 平面图 M2113 平面图 M2081 平面、剖面图 M5 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2081","遗迹编号","球","ocr",10,0.6,"M2183 平面图 M2113 平面图 M2081 平面、剖面图 M5013 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2081","遗迹编号","饰","ocr",10,0.6,"M2183 平面图 M2113 平面图 M2081 平面、剖面图 M5013 平面、剖面图 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M5013","遗迹编号","球","ocr",10,0.6,"13 平面图 M2081 平面、剖面图 M5013 平面、剖面图 M5014 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M5013","遗迹编号","饰","ocr",10,0.6,"13 平面图 M2081 平面、剖面图 M5013 平面、剖面图 M5014 平面、剖面图 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M5014","遗迹编号","球","ocr",10,0.6,"平面、剖面图 M5013 平面、剖面图 M5014 平面、剖面图 M2162 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M5014","遗迹编号","饰","ocr",10,0.6,"平面、剖面图 M5013 平面、剖面图 M5014 平面、剖面图 M2162 平面、剖面图 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2162","遗迹编号","球","ocr",10,0.6,"平面、剖面图 M5014 平面、剖面图 M2162 平面、剖面图 M2006 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2162","遗迹编号","饰","ocr",10,0.6,"平面、剖面图 M5014 平面、剖面图 M2162 平面、剖面图 M2006 平面、剖面图 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2006","遗迹编号","球","ocr",10,0.6,"平面、剖面图 M2162 平面、剖面图 M2006 平面、剖面图 M4022 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2006","遗迹编号","饰","ocr",10,0.6,"平面、剖面图 M2162 平面、剖面图 M2006 平面、剖面图 M4022 平面、剖面图 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M4022","遗迹编号","球","ocr",10,0.6,"平面、剖面图 M2006 平面、剖面图 M4022 平面、剖面图 M2263 平面图 …  券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M4022","遗迹编号","饰","ocr",10,0.6,"平面、剖面图 M2006 平面、剖面图 M4022 平面、剖面图 M2263 平面图 …  示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2263","遗迹编号","球","ocr",10,0.6,"平面、剖面图 M4022 平面、剖面图 M2263 平面图 … M2215 平面、齐面图  券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2263","遗迹编号","饰","ocr",10,0.6,"平面、剖面图 M4022 平面、剖面图 M2263 平面图 … M2215 平面、齐面图  示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2215","遗迹编号","球","ocr",10,0.6," 平面、剖面图 M2263 平面图 … M2215 平面、齐面图 M1002 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2215","遗迹编号","饰","ocr",10,0.6," 平面、剖面图 M2263 平面图 … M2215 平面、齐面图 M1002 平面、剖面图 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M1002","遗迹编号","球","ocr",10,0.6," 平面图 … M2215 平面、齐面图 M1002 平面、剖面图 M2174 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M1002","遗迹编号","饰","ocr",10,0.6," 平面图 … M2215 平面、齐面图 M1002 平面、剖面图 M2174 平面、剖面图 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2174","遗迹编号","球","ocr",10,0.6,"平面、齐面图 M1002 平面、剖面图 M2174 平面、剖面图 M2180 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2174","遗迹编号","饰","ocr",10,0.6,"平面、齐面图 M1002 平面、剖面图 M2174 平面、剖面图 M2180 平面、剖面图 示意图 "
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2180","遗迹编号","球","ocr",10,0.6,"平面、剖面图 M2174 平面、剖面图 M2180 平面、剖面图 M2262 平面、剖面图 券和立柱"
"鄂城六朝墓","REL_UNIT_EXCAVATES","出土","M2180","遗迹编号","饰","ocr",10,0.6,"平面、剖面图 M2174 平面、剖面图 M2180 平面、剖面图 M2262 平面、剖面图 示意图 "
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",6,0.5,"WRB BY (406 号) 出土竹简 战国蔓(406 号莫) 出二潜盾及其残片 战"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","西汉","年代",7,0.5," ATRL BE  PERRY 827 西汉后期 301 SHE  Be A AT "
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","西汉","年代",8,0.5,"RATER De FS Hh: TE  西汉后期墓出土的潜器  GR 7 TS Hh"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",16,0.5,"前 于  长水在战国时局楚, OORT. MMAR ORE,"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","西汉","年代",16,0.5," BEBE 162 座, 共中局于战国和西汉前其的总莫共 100 Oe, 淡代的莫非"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","西汉","年代",17,0.5,"。基中 401 号漠幕在山上，其余4 座西汉时期的莫多散在由南的道讨 Be A HF"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",18,0.5,", FLAT CBRE, 与和粗大多数的战国花和汉代蔓莫时代 不相衡接, 所以未包括"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",19,0.5," 215 216  mepeay RA 战国  时代不明 西汉后  ”  西汉前 战"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","西汉","年代",19,0.5," mepeay RA 战国  时代不明 西汉后  ”  西汉前 战国  ”  HER"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","东汉","年代",19,0.5,"后 PHB aa 店 西汉前  西汉后 东汉 战司 Hoa MGA 西汉后 战国  "
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",20,0.5,"一、获昔形制  战国蔓昔共 73 座, 都是窗穴落。按照葛坑"
"长沙发掘报告","REL_SITE_CONTAINS","包含","长沙发掘报告","遗址名称","G5","遗迹编号",40,0.7,"03, AE HE ASNT HY 1.G5 OR, RFE REMOTE CAR "
"长沙发掘报告","REL_UNIT_EXCAVATES","出土","G5","遗迹编号","陶杯","ocr",40,0.6,"03, AE HE ASNT HY 1.G5 OR, RFE REMOTE CAR  一第一部分)。"
"长沙发掘报告","REL_UNIT_EXCAVATES","出土","G5","遗迹编号","杯","ocr",40,0.6,"03, AE HE ASNT HY 1.G5 OR, RFE REMOTE CAR  第一部分)。如"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","西汉","年代",40,0.5,"一长列及短列让和负机交的型式(其情形同于西汉前期阁五-E) 。  RADA AIA,"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",52,0.5," BO 监 送相似。这种成粗的陶器多由于战国坚苦的第一类的长方窜坊站内。  COM "
"长沙发掘报告","REL_SITE_CONTAINS","包含","长沙发掘报告","遗址名称","G1","遗迹编号",59,0.7,"0:6 260214, 120:1-= G1), BO RR, 不像通用的武器, I"
"长沙发掘报告","REL_UNIT_EXCAVATES","出土","G1","遗迹编号","饰","ocr",59,0.6,"0:6 260214, 120:1-= G1), BO RR, 不像通用的武器, I 0:1 RA,"
"长沙发掘报告","REL_UNIT_EXCAVATES","出土","G1","遗迹编号","戈","ocr",59,0.6,"0:6 260214, 120:1-= G1), BO RR, 不像通用的武器, I 8"，颇色黑裙"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",59,0.5,"间角度为 98"，颇色黑裙〈附表)。  战国募出土铀戈表  器 号 |本 | R H"
"长沙发掘报告","REL_MEASUREMENT","测量为","G1","遗迹编号","长12.7 厘米","测量数据",59,0.55,", BA A, sh PE de 6, 长12.7 厘米。247:10 有是耳，位在登近未处，正"
"长沙发掘报告","REL_SITE_CONTAINS","包含","长沙发掘报告","遗址名称","S21","遗迹编号",82,0.7,"#2 BR (8) GREME, S21 FRE NSMORGREE, WHOA"
"长沙发掘报告","REL_SITE_CONTAINS","包含","长沙发掘报告","遗址名称","F7","遗迹编号",82,0.7," ERB CR YE BB,  (1) F7%: (406: 005), —#h, "
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","新石器时代","年代",82,0.5,") 。  GX) 406号蔓填土中出土的新石器时代的石器及陶片  406 号蔓的境凸，较同"
"长沙发掘报告","REL_MEASUREMENT","测量为","S21","遗迹编号"," 28 厘米","测量数据",82,0.55,"RE. RAR Bo 1649 5.5, 28 厘米。重 186.7克。I01:4 为仿辐狂"
"长沙发掘报告","REL_MEASUREMENT","测量为","S21","遗迹编号","
28.3 米","测量数据",82,0.55,"硬的霸土不同，变上层为青祸色夯十裤硬。自 28.3 米为深杠色五花土来厅灰时竹点之夯士，分展打"
"长沙发掘报告","REL_MEASUREMENT","测量为","S21","遗迹编号","85米","测量数据",82,0.55,"厅灰时竹点之夯士，分展打夯，标为坚硬。自85米以下， BORAT ATR GMA bs"
"长沙发掘报告","REL_MEASUREMENT","测量为","S21","遗迹编号"," 3.8 米","测量数据",82,0.55,"EM PEACE. AR REAL. 自 3.8 米凡上得直完至为深灰,而近于基色之灰土加夯"
"长沙发掘报告","REL_MEASUREMENT","测量为","F7","遗迹编号"," 28 厘米","测量数据",82,0.55,"RE. RAR Bo 1649 5.5, 28 厘米。重 186.7克。I01:4 为仿辐狂"
"长沙发掘报告","REL_MEASUREMENT","测量为","F7","遗迹编号","
28.3 米","测量数据",82,0.55,"硬的霸土不同，变上层为青祸色夯十裤硬。自 28.3 米为深杠色五花土来厅灰时竹点之夯士，分展打"
"长沙发掘报告","REL_MEASUREMENT","测量为","F7","遗迹编号","85米","测量数据",82,0.55,"厅灰时竹点之夯士，分展打夯，标为坚硬。自85米以下， BORAT ATR GMA bs"
"长沙发掘报告","REL_MEASUREMENT","测量为","F7","遗迹编号"," 3.8 米","测量数据",82,0.55,"EM PEACE. AR REAL. 自 3.8 米凡上得直完至为深灰,而近于基色之灰土加夯"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","西汉","年代",85,0.5,"趟、西汉前期墓匡  —5 RSET  PRR A"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",85,0.5,"RF OES AE EAT SBT, 以战国莫昔例推, 知道各蔓中原汶是有想训的。 "
"长沙发掘报告","REL_SITE_CONTAINS","包含","长沙发掘报告","遗址名称","D2","遗迹编号",88,0.7,", MAT RE, OE SE BCE D2 BTS. UEP A PRE ED a"
"长沙发掘报告","REL_UNIT_EXCAVATES","出土","D2","遗迹编号","陶豆","ocr",88,0.6,", MAT RE, OE SE BCE D2 BTS. UEP A PRE ED a 蓝保存着残破的"
"长沙发掘报告","REL_UNIT_EXCAVATES","出土","D2","遗迹编号","豆","ocr",88,0.6,", MAT RE, OE SE BCE D2 BTS. UEP A PRE ED a 保存着残破的榕"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",88,0.5,"SEA SOME e G, 其莫坑形因和战国蓝中第注类昔大致相同。例 如341 SA"
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","西汉","年代",88,0.5,"向40"，有长2.65，寅2 深3米。在西汉前 SOA 20 座莫非中只有这一座蓝保"
"长沙发掘报告","REL_MEASUREMENT","测量为","D2","遗迹编号","深3米","测量数据",88,0.55," 人)，方向40"，有长2.65，寅2 深3米。在西汉前 SOA 20 座莫非中只有这"
"长沙发掘报告","REL_SITE_CONTAINS","包含","长沙发掘报告","遗址名称","T58","遗迹编号",89,0.7,"Y mR  (1) BRR 分3式:  T58 (35122) , BIBL, 大不底"
"长沙发掘报告","REL_SITE_CONTAINS","包含","长沙发掘报告","遗址名称","S35","遗迹编号",89,0.7,"C LR. AH. BUA TIRES S35. HAE 18.6, 通商 25.2 "
"长沙发掘报告","REL_SITE_ERA","年代为","长沙发掘报告","遗址名称","战国","年代",89,0.5,"AZIBL, 平底附图是,足座外骸。邓较战国菜中所出陶过狙矮，版中 PHIL. if"
